생산일,제품코드,제품명,생산수량,제품LOT,소비기한,상태,채널
2026-05-18,PR002,,3,PRD-20260518-PR002-8977,2026-05-21,완료,coupang
2026-05-18,PR003,,4,PRD-20260518-PR003-0646,2026-05-21,완료,coupang
2026-05-18,PR004,,10,PRD-20260518-PR004-3258,2026-05-21,완료,coupang
2026-05-18,PR004,,6,PRD-20260518-PR004-4349,2026-05-21,완료,coupang
2026-05-18,PR005,,4,PRD-20260518-PR005-4331,2026-05-23,완료,coupang
2026-05-18,PR008,,15,PRD-20260518-PR008-6414,2026-05-21,완료,coupang
2026-05-18,PR011,,6,PRD-20260518-PR011-8686,2026-05-21,완료,coupang
2026-05-18,PR012,,6,PRD-20260518-PR012-2901,2026-05-21,완료,coupang
2026-05-18,PR013,,8,PRD-20260518-PR013-7548,2026-05-22,완료,coupang
2026-05-18,PR014,,14,PRD-20260518-PR014-8492,2026-08-16,완료,coupang
2026-05-18,PR015,,7,PRD-20260518-PR015-0741,2026-05-21,완료,coupang
2026-05-18,PR016,,12,PRD-20260518-PR016-6146,2026-05-22,완료,coupang
2026-05-18,PR017,,12,PRD-20260518-PR017-5579,2026-05-22,완료,coupang
2026-05-18,PR017,,12,PRD-20260518-PR017-8809,2026-05-22,완료,coupang
2026-05-18,PR018,,8,PRD-20260518-PR018-1757,2026-05-22,완료,coupang
2026-05-18,PR020,,28,PRD-20260518-PR020-7813,2026-08-16,완료,coupang
2026-05-18,PR021,,3,PRD-20260518-PR021-2700,2026-05-21,완료,coupang
2026-05-18,PR022,,6,PRD-20260518-PR022-5271,2026-05-23,완료,coupang
2026-05-18,PR024,,7,PRD-20260518-PR024-2439,2026-05-21,완료,coupang
2026-05-18,PR025,,7,PRD-20260518-PR025-5378,2026-05-21,완료,coupang
2026-05-18,PR026,,12,PRD-20260518-PR026-0117,2026-05-21,완료,coupang
2026-05-18,PR028,,6,PRD-20260518-PR028-1077,2026-05-21,완료,coupang
2026-05-18,PR029,,6,PRD-20260518-PR029-0678,2026-05-23,완료,coupang
2026-05-18,PR030,,7,PRD-20260518-PR030-5770,2026-05-21,완료,coupang
2026-05-18,PR031,,12,PRD-20260518-PR031-5948,2026-08-16,완료,coupang
2026-05-18,PR032,,7,PRD-20260518-PR032-4827,2026-05-21,완료,coupang
2026-05-18,PR033,,7,PRD-20260518-PR033-0199,2026-05-21,완료,coupang
2026-05-18,PR034,,12,PRD-20260518-PR034-5654,2026-08-16,완료,coupang
2026-05-18,PR035,,7,PRD-20260518-PR035-2548,2026-05-21,완료,coupang
2026-05-18,PR036,,8,PRD-20260518-PR036-0089,2026-05-21,완료,coupang
2026-05-18,PR038,,14,PRD-20260518-PR038-9541,2026-08-16,완료,coupang
2026-05-18,PR039,,6,PRD-20260518-PR039-3040,2026-05-21,완료,coupang
2026-05-18,PR040,,238,PRD-20260518-PR040-5796,2026-08-16,완료,coupang
2026-05-18,PR041,,36,PRD-20260518-PR041-6300,2026-05-23,완료,coupang
2026-05-18,PR042,,60,PRD-20260518-PR042-9900,2027-02-22,완료,coupang
2026-05-18,PR043,,7,PRD-20260518-PR043-9313,2026-08-16,완료,coupang
2026-05-18,PR044,,12,PRD-20260518-PR044-1182,2026-05-21,완료,coupang
2026-05-18,PR045,,12,PRD-20260518-PR045-6248,2026-05-21,완료,coupang
2026-05-18,PR046,,63,PRD-20260518-PR046-2447,2026-05-21,완료,coupang
2026-05-18,PR047,,96,PRD-20260518-PR047-3487,2026-08-16,완료,coupang
2026-05-18,PR057,,196,PRD-20260518-PR057-1841,2026-05-21,완료,coupang
2026-05-18,PR058,,36,PRD-20260518-PR058-1029,2026-08-16,완료,coupang
2026-05-18,PR059,,7,PRD-20260518-PR059-4949,2026-05-21,완료,coupang
2026-05-18,PR060,,7,PRD-20260518-PR060-8195,2026-05-21,완료,coupang
2026-05-18,PR061,,7,PRD-20260518-PR061-7063,2026-05-21,완료,coupang
2026-05-18,PR062,,7,PRD-20260518-PR062-7583,2026-05-21,완료,coupang
2026-05-18,PR063,,7,PRD-20260518-PR063-3242,2026-05-21,완료,coupang
2026-05-18,PR064,,60,PRD-20260518-PR064-6176,2027-02-22,완료,coupang
2026-05-18,PR065,,7,PRD-20260518-PR065-3533,2026-08-16,완료,coupang
2026-05-18,PR066,,7,PRD-20260518-PR066-2670,2026-05-21,완료,coupang
2026-05-18,PR067,,36,PRD-20260518-PR067-1696,2026-05-21,완료,coupang
2026-05-18,PR068,,7,PRD-20260518-PR068-1328,2026-05-21,완료,coupang
2026-05-18,PR069,,12,PRD-20260518-PR069-5727,2026-05-21,완료,coupang
2026-05-18,PR070,,8,PRD-20260518-PR070-1186,2026-05-21,완료,coupang
2026-05-18,PR071,,7,PRD-20260518-PR071-7290,2026-05-23,완료,coupang
2026-05-18,PR072,,4,PRD-20260518-PR072-0490,2026-05-23,완료,coupang
2026-05-18,PR073,,4,PRD-20260518-PR073-3700,2026-05-21,완료,coupang
2026-05-18,PR074,,8,PRD-20260518-PR074-1539,2026-08-16,완료,coupang
2026-05-18,PR075,,8,PRD-20260518-PR075-1184,2026-05-22,완료,coupang
2026-05-18,PR077,,5,PRD-20260518-PR077-4185,2026-05-21,완료,coupang
2026-05-18,PR078,,7,PRD-20260518-PR078-0527,2026-05-23,완료,coupang
2026-05-18,PR079,,56,PRD-20260518-PR079-8374,2026-05-21,완료,coupang
2026-05-18,PR079,,48,PRD-20260518-PR079-9041,2026-05-21,완료,coupang
2026-05-18,PR080,,36,PRD-20260518-PR080-9100,2026-08-16,완료,coupang
2026-05-18,PR081,,16,PRD-20260518-PR081-5240,2026-05-21,완료,coupang
2026-05-18,PR082,,5,PRD-20260518-PR082-7470,2026-05-21,완료,coupang
2026-05-18,PR083,,8,PRD-20260518-PR083-8657,2026-08-16,완료,coupang
2026-05-18,PR084,,12,PRD-20260518-PR084-8072,2026-05-23,완료,coupang
2026-05-18,PR085,,7,PRD-20260518-PR085-0474,2026-05-21,완료,coupang
2026-05-18,PR086,,7,PRD-20260518-PR086-8795,2026-05-21,완료,coupang
2026-05-18,PR087,,5,PRD-20260518-PR087-0092,2026-05-21,완료,coupang
2026-05-18,PR088,,8,PRD-20260518-PR088-2437,2026-05-21,완료,coupang
2026-05-18,PR089,,24,PRD-20260518-PR089-4392,2026-05-21,완료,coupang
2026-05-18,PR090,,6,PRD-20260518-PR090-2043,2026-05-21,완료,coupang
2026-05-18,PR091,,8,PRD-20260518-PR091-0116,2026-05-21,완료,coupang
2026-05-18,PR092,,96,PRD-20260518-PR092-3425,2026-08-16,완료,coupang
2026-05-18,PR093,,8,PRD-20260518-PR093-6145,2026-05-21,완료,coupang
2026-05-18,PR094,,8,PRD-20260518-PR094-7189,2026-05-21,완료,coupang
2026-05-18,PR095,,8,PRD-20260518-PR095-7404,2026-05-21,완료,coupang
2026-05-18,PR096,,10,PRD-20260518-PR096-2946,2026-05-21,완료,coupang
2026-05-18,PR097,,10,PRD-20260518-PR097-6470,2026-05-21,완료,coupang
2026-05-18,PR098,,10,PRD-20260518-PR098-9412,2026-05-21,완료,coupang
2026-05-18,PR099,,10,PRD-20260518-PR099-7103,2026-05-21,완료,coupang
2026-05-18,PR100,,10,PRD-20260518-PR100-3353,2026-05-21,완료,coupang
2026-05-18,PR103,,20,PRD-20260518-PR103-5167,2027-02-22,완료,coupang
2026-05-18,PR106,,10,PRD-20260518-PR106-8359,2026-05-21,완료,coupang
2026-05-18,PR108,,10,PRD-20260518-PR108-5084,2026-05-21,완료,coupang
2026-05-18,PR109,,10,PRD-20260518-PR109-2258,2026-05-21,완료,coupang
2026-05-18,PR110,,10,PRD-20260518-PR110-0338,2026-05-21,완료,coupang
2026-05-18,PR111,,10,PRD-20260518-PR111-1052,2026-05-21,완료,coupang
2026-05-18,PR112,,60,PRD-20260518-PR112-2871,2026-05-21,완료,coupang
2026-05-18,PR113,,20,PRD-20260518-PR113-4296,2026-05-21,완료,coupang
2026-05-18,PR114,,70,PRD-20260518-PR114-8037,2026-05-21,완료,coupang
2026-05-18,PR115,,10,PRD-20260518-PR115-9797,2026-05-25,완료,coupang
2026-05-18,PR116,,10,PRD-20260518-PR116-6491,2026-05-21,완료,coupang
2026-05-18,PR117,,10,PRD-20260518-PR117-9214,2026-05-21,완료,coupang
2026-05-18,PR118,,15,PRD-20260518-PR118-4771,2026-05-21,완료,coupang
2026-05-18,PR119,,10,PRD-20260518-PR119-8211,2026-05-21,완료,coupang
2026-05-18,PR120,,10,PRD-20260518-PR120-1770,2026-05-21,완료,coupang
2026-05-18,PR122,,10,PRD-20260518-PR122-3415,2026-05-21,완료,coupang
2026-05-18,PR123,,10,PRD-20260518-PR123-1710,2026-05-21,완료,coupang
2026-05-18,PR124,,10,PRD-20260518-PR124-1100,2026-05-21,완료,coupang
2026-05-18,PR125,,10,PRD-20260518-PR125-5562,2026-05-21,완료,coupang
2026-05-18,PR127,,6,PRD-20260518-PR127-6017,2026-05-21,완료,coupang
2026-05-18,PR128,,40,PRD-20260518-PR128-9402,2026-05-21,완료,coupang
2026-05-18,PR129,,10,PRD-20260518-PR129-6513,2026-05-21,완료,coupang
2026-05-18,PR148,,20,PRD-20260518-PR148-4372,2026-06-18,완료,coupang
2026-05-18,PR150,,4,PRD-20260518-PR150-6704,2026-05-21,완료,coupang
2026-05-18,PR153,,6,PRD-20260518-PR153-7340,2026-05-21,완료,coupang
2026-05-18,PR154,,7,PRD-20260518-PR154-8922,2026-08-16,완료,coupang
2026-05-18,PR155,,6,PRD-20260518-PR155-6329,2026-05-21,완료,coupang
2026-05-18,PR156,,20,PRD-20260518-PR156-8248,2026-06-18,완료,coupang
2026-05-18,PR158,,32,PRD-20260518-PR158-9717,2026-06-18,완료,coupang
2026-05-18,PR159,,3,PRD-20260518-PR159-8876,2026-05-22,완료,coupang
2026-05-18,PR160,,3,PRD-20260518-PR160-7829,2026-05-21,완료,coupang
2026-05-18,PR161,,15,PRD-20260518-PR161-4872,2026-05-21,완료,coupang
2026-05-18,PR165,,10,PRD-20260518-PR165-7934,2026-05-21,완료,coupang
2026-05-18,PR170,,10,PRD-20260518-PR170-7233,2026-05-21,완료,coupang
2026-05-18,PR171,,15,PRD-20260518-PR171-4628,2026-05-21,완료,coupang
2026-05-18,PR172,,10,PRD-20260518-PR172-2963,2026-05-21,완료,coupang
2026-05-18,PR173,,10,PRD-20260518-PR173-5176,2026-05-21,완료,coupang
2026-05-18,PR174,,10,PRD-20260518-PR174-4157,2026-05-21,완료,coupang
2026-05-18,PR175,,20,PRD-20260518-PR175-9520,2026-06-18,완료,coupang
2026-05-18,PR176,,3,PRD-20260518-PR176-7903,2026-05-21,완료,coupang
